[Tipo],[Moeda],[Empresa],[Vertical],[Stream],Agrupador,Periodo,Ano,[Valor]
Actual,BLR,FC Hyper,Logistics,NextGen Services,Payroll costs,2025-08,2025,-18703.57
Actual,BLR,FCamara,Logistics,NextGen Services,Payroll costs,2025-08,2025,100507.84999999999
Actual,BRL,Distrito,Others,Innovation (Distrito),Consulting expenses,2025-01,2025,-499.0
Actual,BRL,Distrito,Others,Innovation (Distrito),Consulting expenses,2025-05,2025,-998.0
Actual,BRL,Distrito,Others,Innovation (Distrito),Consulting expenses,2025-06,2025,-998.0
Actual,BRL,Distrito,Others,Innovation (Distrito),Deductions and taxes,2025-01,2025,-115682.85
Actual,BRL,Distrito,Others,Innovation (Distrito),Deductions and taxes,2025-02,2025,-122127.36
Actual,BRL,Distrito,Others,Innovation (Distrito),Deductions and taxes,2025-03,2025,-137380.16
Actual,BRL,Distrito,Others,Innovation (Distrito),Deductions and taxes,2025-04,2025,-115646.79999999999
Actual,BRL,Distrito,Others,Innovation (Distrito),Deductions and taxes,2025-05,2025,-117452.20999999996
Actual,BRL,Distrito,Others,Innovation (Distrito),Deductions and taxes,2025-06,2025,-137476.29000000004
Actual,BRL,Distrito,Others,Innovation (Distrito),General and administrative expenses,2025-01,2025,-85200.2
Actual,BRL,Distrito,Others,Innovation (Distrito),General and administrative expenses,2025-02,2025,-94454.39000000001
Actual,BRL,Distrito,Others,Innovation (Distrito),General and administrative expenses,2025-03,2025,-88395.68999999993
Actual,BRL,Distrito,Others,Innovation (Distrito),General and administrative expenses,2025-04,2025,-154314.0399999999
Actual,BRL,Distrito,Others,Innovation (Distrito),General and administrative expenses,2025-05,2025,-117977.61000000002
Actual,BRL,Distrito,Others,Innovation (Distrito),General and administrative expenses,2025-06,2025,-143407.94999999995
Actual,BRL,Distrito,Others,Innovation (Distrito),Gross revenue,2025-01,2025,1495749.06
Actual,BRL,Distrito,Others,Innovation (Distrito),Gross revenue,2025-02,2025,1646054.12
Actual,BRL,Distrito,Others,Innovation (Distrito),Gross revenue,2025-03,2025,1663647.06
Actual,BRL,Distrito,Others,Innovation (Distrito),Gross revenue,2025-04,2025,1404317.9900000002
Actual,BRL,Distrito,Others,Innovation (Distrito),Gross revenue,2025-05,2025,1742913.6400000001
Actual,BRL,Distrito,Others,Innovation (Distrito),Gross revenue,2025-06,2025,1761320.2299999997
Actual,BRL,Distrito,Others,Innovation (Distrito),Marketing and selling expenses,2025-01,2025,-59223.39
Actual,BRL,Distrito,Others,Innovation (Distrito),Marketing and selling expenses,2025-02,2025,-83940.52
Actual,BRL,Distrito,Others,Innovation (Distrito),Marketing and selling expenses,2025-03,2025,-115623.68
Actual,BRL,Distrito,Others,Innovation (Distrito),Marketing and selling expenses,2025-04,2025,-159503.97
Actual,BRL,Distrito,Others,Innovation (Distrito),Marketing and selling expenses,2025-05,2025,-122416.30999999997
Actual,BRL,Distrito,Others,Innovation (Distrito),Marketing and selling expenses,2025-06,2025,-176197.45
Actual,BRL,Distrito,Others,Innovation (Distrito),Other costs,2025-01,2025,-116784.3
Actual,BRL,Distrito,Others,Innovation (Distrito),Other costs,2025-02,2025,-119727.49999999999
Actual,BRL,Distrito,Others,Innovation (Distrito),Other costs,2025-03,2025,-137589.47000000003
Actual,BRL,Distrito,Others,Innovation (Distrito),Other costs,2025-04,2025,-135251.01999999996
Actual,BRL,Distrito,Others,Innovation (Distrito),Other costs,2025-05,2025,-143072.98000000004
Actual,BRL,Distrito,Others,Innovation (Distrito),Other costs,2025-06,2025,-135064.69999999995
Actual,BRL,Distrito,Others,Innovation (Distrito),Payroll costs,2025-01,2025,-306803.68
Actual,BRL,Distrito,Others,Innovation (Distrito),Payroll costs,2025-02,2025,-440107.91
Actual,BRL,Distrito,Others,Innovation (Distrito),Payroll costs,2025-03,2025,-349248.81999999995
Actual,BRL,Distrito,Others,Innovation (Distrito),Payroll costs,2025-04,2025,-338210.42999999993
Actual,BRL,Distrito,Others,Innovation (Distrito),Payroll costs,2025-05,2025,-368773.1200000001
Actual,BRL,Distrito,Others,Innovation (Distrito),Payroll costs,2025-06,2025,-335808.10000000015
Actual,BRL,Distrito,Others,Innovation (Distrito),Payroll expenses,2025-01,2025,-300423.99
Actual,BRL,Distrito,Others,Innovation (Distrito),Payroll expenses,2025-02,2025,-347573.41000000003
Actual,BRL,Distrito,Others,Innovation (Distrito),Payroll expenses,2025-03,2025,-264774.22
Actual,BRL,Distrito,Others,Innovation (Distrito),Payroll expenses,2025-04,2025,-249490.62
Actual,BRL,Distrito,Others,Innovation (Distrito),Payroll expenses,2025-05,2025,-286639.6500000001
Actual,BRL,Distrito,Others,Innovation (Distrito),Payroll expenses,2025-06,2025,-177111.54000000015
Actual,BRL,Distrito,Others,Innovation (Distrito),Tax expenses,2025-01,2025,-1646.31
Actual,BRL,Distrito,Others,Innovation (Distrito),Tax expenses,2025-02,2025,-8674.78
Actual,BRL,Distrito,Others,Innovation (Distrito),Tax expenses,2025-03,2025,-1991.039999999999
Actual,BRL,Distrito,Others,Innovation (Distrito),Tax expenses,2025-04,2025,-1978.8100000000013
Actual,BRL,Distrito,Others,Innovation (Distrito),Tax expenses,2025-05,2025,-3384.7300000000014
Actual,BRL,Distrito,Others,Innovation (Distrito),Tax expenses,2025-06,2025,-932.7899999999972
Actual,BRL,Distrito,Others,Innovation (Distrito),Third-party costs,2025-01,2025,-315596.7
Actual,BRL,Distrito,Others,Innovation (Distrito),Third-party costs,2025-02,2025,-625279.8
Actual,BRL,Distrito,Others,Innovation (Distrito),Third-party costs,2025-03,2025,-420066.82000000007
Actual,BRL,Distrito,Others,Innovation (Distrito),Third-party costs,2025-04,2025,-330652.95999999996
Actual,BRL,Distrito,Others,Innovation (Distrito),Third-party costs,2025-05,2025,-449731.17000000016
Actual,BRL,Distrito,Others,Innovation (Distrito),Third-party costs,2025-06,2025,-491357.48
Actual,BRL,Dojo,Finance & Insurance,Data & AI (Dojo),Deductions and taxes,2025-04,2025,-2842.0
Actual,BRL,Dojo,Finance & Insurance,Data & AI (Dojo),Deductions and taxes,2025-05,2025,-5106.3
Actual,BRL,Dojo,Finance & Insurance,Data & AI (Dojo),Gross revenue,2025-04,2025,28000.0
Actual,BRL,Dojo,Finance & Insurance,Data & AI (Dojo),Gross revenue,2025-05,2025,61800.0
Actual,BRL,Dojo,Finance & Insurance,Data & AI (Dojo),Payroll costs,2025-04,2025,-19854.54
Actual,BRL,Dojo,Finance & Insurance,Data & AI (Dojo),Payroll costs,2025-05,2025,-34195.240000000005
Actual,BRL,Dojo,Finance & Insurance,Data & AI (Dojo),,2025-04,2025,-19854.54
Actual,BRL,Dojo,Health,Data & AI (Dojo),Deductions and taxes,2024-10,2024,-1668.7800000000002
Actual,BRL,Dojo,Health,Data & AI (Dojo),Deductions and taxes,2024-11,2024,-1404.4199999999998
Actual,BRL,Dojo,Health,Data & AI (Dojo),Deductions and taxes,2024-12,2024,-1691.38
Actual,BRL,Dojo,Health,Data & AI (Dojo),Deductions and taxes,2025-01,2025,-523.4200000000005
Actual,BRL,Dojo,Health,Data & AI (Dojo),Deductions and taxes,2025-02,2025,-1328.88
Actual,BRL,Dojo,Health,Data & AI (Dojo),Deductions and taxes,2025-03,2025,-1261.48
Actual,BRL,Dojo,Health,Data & AI (Dojo),Deductions and taxes,2025-04,2025,-1860.74
Actual,BRL,Dojo,Health,Data & AI (Dojo),Deductions and taxes,2025-05,2025,-4050.012
Actual,BRL,Dojo,Health,Data & AI (Dojo),Deductions and taxes,2025-06,2025,0.0
Actual,BRL,Dojo,Health,Data & AI (Dojo),Deductions and taxes,2025-07,2025,-316.4
Actual,BRL,Dojo,Health,Data & AI (Dojo),Deductions and taxes,2025-08,2025,0.0
Actual,BRL,Dojo,Health,Data & AI (Dojo),Deductions and taxes,2025-09,2025,-1799.38
Actual,BRL,Dojo,Health,Data & AI (Dojo),Deductions and taxes,2025-10,2025,-904.0
Actual,BRL,Dojo,Health,Data & AI (Dojo),Deductions and taxes,2025-11,2025,-904.0
Actual,BRL,Dojo,Health,Data & AI (Dojo),Deductions and taxes,2025-12,2025,-904.0
Actual,BRL,Dojo,Health,Data & AI (Dojo),General and administrative expenses,2025-01,2025,1193.0
Actual,BRL,Dojo,Health,Data & AI (Dojo),Gross revenue,2024-10,2024,29536.0
Actual,BRL,Dojo,Health,Data & AI (Dojo),Gross revenue,2024-11,2024,24857.0
Actual,BRL,Dojo,Health,Data & AI (Dojo),Gross revenue,2024-12,2024,29936.0
Actual,BRL,Dojo,Health,Data & AI (Dojo),Gross revenue,2025-01,2025,9264.0
Actual,BRL,Dojo,Health,Data & AI (Dojo),Gross revenue,2025-02,2025,23520.0
Actual,BRL,Dojo,Health,Data & AI (Dojo),Gross revenue,2025-03,2025,22327.0
Actual,BRL,Dojo,Health,Data & AI (Dojo),Gross revenue,2025-04,2025,31640.0
Actual,BRL,Dojo,Health,Data & AI (Dojo),Gross revenue,2025-05,2025,65064.0
Actual,BRL,Dojo,Health,Data & AI (Dojo),Gross revenue,2025-06,2025,5283.6
Actual,BRL,Dojo,Health,Data & AI (Dojo),Gross revenue,2025-07,2025,15412.400000000001
Actual,BRL,Dojo,Health,Data & AI (Dojo),Gross revenue,2025-08,2025,22191.120000000003
Actual,BRL,Dojo,Health,Data & AI (Dojo),Gross revenue,2025-09,2025,16895.380000000005
Actual,BRL,Dojo,Health,Data & AI (Dojo),Gross revenue,2025-10,2025,16000.0
Actual,BRL,Dojo,Health,Data & AI (Dojo),Gross revenue,2025-11,2025,16000.0
Actual,BRL,Dojo,Health,Data & AI (Dojo),Gross revenue,2025-12,2025,16000.0
Actual,BRL,Dojo,Health,Data & AI (Dojo),Third-party costs,2024-10,2024,-7869.5652
Actual,BRL,Dojo,Health,Data & AI (Dojo),Third-party costs,2024-11,2024,-8331.66
Actual,BRL,Dojo,Health,Data & AI (Dojo),Third-party costs,2024-12,2024,-6139.1179
Actual,BRL,Dojo,Health,Data & AI (Dojo),Third-party costs,2025-01,2025,-10149.8418
Actual,BRL,Dojo,Health,Data & AI (Dojo),Third-party costs,2025-02,2025,-8331.66
Actual,BRL,Dojo,Health,Data & AI (Dojo),Third-party costs,2025-03,2025,-8331.66
Actual,BRL,Dojo,Health,Data & AI (Dojo),Third-party costs,2025-04,2025,-11331.6598
Actual,BRL,Dojo,Health,Data & AI (Dojo),Third-party costs,2025-05,2025,-33920.955799999996
Actual,BRL,Dojo,Health,Data & AI (Dojo),Third-party costs,2025-07,2025,-8999.44
Actual,BRL,Dojo,Health,Data & AI (Dojo),Third-party costs,2025-08,2025,-8999.76
Actual,BRL,Dojo,Health,Data & AI (Dojo),Third-party costs,2025-09,2025,-9000.639999999996
Actual,BRL,Dojo,Health,Data & AI (Dojo),Travel expenses,2024-11,2024,-1192.91
Actual,BRL,Dojo,Health,Data & AI (Dojo),,2025-04,2025,-2999.9998
Actual,BRL,Dojo,Health,Data & AI (Dojo),,2025-07,2025,0.0
Actual,BRL,Dojo,Health,Data & AI (Dojo),,2025-08,2025,0.0
Actual,BRL,Dojo,Health,Data & AI (Dojo),,2025-09,2025,0.0
Actual,BRL,Dojo,Health,Data & AI (Dojo),,2025-10,2025,0.0
Actual,BRL,Dojo,Health,Data & AI (Dojo),,2025-11,2025,0.0
Actual,BRL,Dojo,Health,Data & AI (Dojo),,2025-12,2025,0.0
Actual,BRL,Dojo,Health,NextGen Services,,2025-08,2025,0.0
Actual,BRL,Dojo,Health,NextGen Services,,2025-09,2025,0.0
Actual,BRL,Dojo,Multisector,Data & AI (Dojo),Deductions and taxes,2025-03,2025,-1550.3600000000001
Actual,BRL,Dojo,Multisector,Data & AI (Dojo),Deductions and taxes,2025-04,2025,-1181.19
Actual,BRL,Dojo,Multisector,Data & AI (Dojo),Deductions and taxes,2025-05,2025,-1550.3600000000001
Actual,BRL,Dojo,Multisector,Data & AI (Dojo),Deductions and taxes,2025-07,2025,-1550.3600000000001
Actual,BRL,Dojo,Multisector,Data & AI (Dojo),Deductions and taxes,2025-10,2025,0.0
Actual,BRL,Dojo,Multisector,Data & AI (Dojo),Deductions and taxes,2025-11,2025,-12543.0
Actual,BRL,Dojo,Multisector,Data & AI (Dojo),Gross revenue,2025-03,2025,27440.0
Actual,BRL,Dojo,Multisector,Data & AI (Dojo),Gross revenue,2025-04,2025,20906.0
Actual,BRL,Dojo,Multisector,Data & AI (Dojo),Gross revenue,2025-05,2025,27440.000000000007
Actual,BRL,Dojo,Multisector,Data & AI (Dojo),Gross revenue,2025-06,2025,25889.64
Actual,BRL,Dojo,Multisector,Data & AI (Dojo),Gross revenue,2025-07,2025,27440.0
Actual,BRL,Dojo,Multisector,Data & AI (Dojo),Gross revenue,2025-08,2025,130618.14
Actual,BRL,Dojo,Multisector,Data & AI (Dojo),Gross revenue,2025-09,2025,235346.64
Actual,BRL,Dojo,Multisector,Data & AI (Dojo),Gross revenue,2025-10,2025,235346.64
Actual,BRL,Dojo,Multisector,Data & AI (Dojo),Gross revenue,2025-11,2025,38432.64
Actual,BRL,Dojo,Multisector,Data & AI (Dojo),Gross revenue,2025-12,2025,25889.64
Actual,BRL,Dojo,Multisector,Data & AI (Dojo),Payroll costs,2025-08,2025,-63719.56
Actual,BRL,Dojo,Multisector,Data & AI (Dojo),Payroll costs,2025-09,2025,-118243.92
Actual,BRL,Dojo,Multisector,Data & AI (Dojo),Payroll costs,2025-10,2025,-35081.44
Actual,BRL,Dojo,Multisector,Data & AI (Dojo),Payroll costs,2025-11,2025,-34582.58
Actual,BRL,Dojo,Multisector,Data & AI (Dojo),Third-party costs,2025-03,2025,-7115.7143
Actual,BRL,Dojo,Multisector,Data & AI (Dojo),Third-party costs,2025-04,2025,-8562.8427
Actual,BRL,Dojo,Multisector,Data & AI (Dojo),Third-party costs,2025-05,2025,-8231.7579
Actual,BRL,Dojo,Multisector,Data & AI (Dojo),Third-party costs,2025-06,2025,-7364.8772369651415
Actual,BRL,Dojo,Multisector,Data & AI (Dojo),Third-party costs,2025-07,2025,-6746.5588722826105
Actual,BRL,Dojo,Multisector,Data & AI (Dojo),Third-party costs,2025-08,2025,-19835.620000000003
Actual,BRL,Dojo,Multisector,Data & AI (Dojo),Third-party costs,2025-09,2025,-34160.22000000001
Actual,BRL,Dojo,Multisector,Data & AI (Dojo),Third-party costs,2025-10,2025,-22620.559999999998
Actual,BRL,Dojo,Multisector,Data & AI (Dojo),Third-party costs,2025-11,2025,-21404.08
Actual,BRL,Dojo,Multisector,Data & AI (Dojo),Third-party costs,2025-12,2025,-5088.72
Actual,BRL,Dojo,Multisector,Data & AI (Dojo),,2025-07,2025,0.0
Actual,BRL,Dojo,Multisector,NextGen Services,,2025-07,2025,0.0
Actual,BRL,Dojo,Others,Data & AI (Dojo),Commission expenses,2025-01,2025,-29166.667
Actual,BRL,Dojo,Others,Data & AI (Dojo),Commission expenses,2025-02,2025,-29166.667
Actual,BRL,Dojo,Others,Data & AI (Dojo),Commission expenses,2025-03,2025,-29166.667
Actual,BRL,Dojo,Others,Data & AI (Dojo),Commission expenses,2025-04,2025,-29166.667
Actual,BRL,Dojo,Others,Data & AI (Dojo),Commission expenses,2025-05,2025,-29166.667
Actual,BRL,Dojo,Others,Data & AI (Dojo),Commission expenses,2025-06,2025,-29166.667
Actual,BRL,Dojo,Others,Data & AI (Dojo),Commission expenses,2025-07,2025,-29166.667
Actual,BRL,Dojo,Others,Data & AI (Dojo),Commission expenses,2025-08,2025,-29166.667
Actual,BRL,Dojo,Others,Data & AI (Dojo),Commission expenses,2025-09,2025,-29166.667
Actual,BRL,Dojo,Others,Data & AI (Dojo),Commission expenses,2025-10,2025,-29166.667
Actual,BRL,Dojo,Others,Data & AI (Dojo),Commission expenses,2025-11,2025,-29166.667
Actual,BRL,Dojo,Others,Data & AI (Dojo),Commission expenses,2025-12,2025,-29166.667
Actual,BRL,Dojo,Others,Data & AI (Dojo),Consulting expenses,2024-01,2024,-16465.75
Actual,BRL,Dojo,Others,Data & AI (Dojo),Consulting expenses,2024-02,2024,-11349.25
Actual,BRL,Dojo,Others,Data & AI (Dojo),Consulting expenses,2024-03,2024,-20749.25
Actual,BRL,Dojo,Others,Data & AI (Dojo),Consulting expenses,2024-04,2024,-23174.5
Actual,BRL,Dojo,Others,Data & AI (Dojo),Consulting expenses,2024-05,2024,-1024.0
Actual,BRL,Dojo,Others,Data & AI (Dojo),Consulting expenses,2024-06,2024,-59378.16
Actual,BRL,Dojo,Others,Data & AI (Dojo),Consulting expenses,2024-07,2024,-18703.96
Actual,BRL,Dojo,Others,Data & AI (Dojo),Consulting expenses,2024-08,2024,-17793.63
Actual,BRL,Dojo,Others,Data & AI (Dojo),Consulting expenses,2024-09,2024,3290.92
Actual,BRL,Dojo,Others,Data & AI (Dojo),Consulting expenses,2024-10,2024,-6931.26
Actual,BRL,Dojo,Others,Data & AI (Dojo),Consulting expenses,2024-11,2024,-45203.7
Actual,BRL,Dojo,Others,Data & AI (Dojo),Consulting expenses,2024-12,2024,-7802.75
Actual,BRL,Dojo,Others,Data & AI (Dojo),Consulting expenses,2025-01,2025,-6952.72
Actual,BRL,Dojo,Others,Data & AI (Dojo),Consulting expenses,2025-02,2025,-6682.84
Actual,BRL,Dojo,Others,Data & AI (Dojo),Consulting expenses,2025-03,2025,-26732.239999999998
Actual,BRL,Dojo,Others,Data & AI (Dojo),Consulting expenses,2025-04,2025,-494.84
Actual,BRL,Dojo,Others,Data & AI (Dojo),Consulting expenses,2025-05,2025,-9533.8
Actual,BRL,Dojo,Others,Data & AI (Dojo),Consulting expenses,2025-06,2025,-486.96000000000004
Actual,BRL,Dojo,Others,Data & AI (Dojo),Deductions and taxes,2024-01,2024,-8964.77
Actual,BRL,Dojo,Others,Data & AI (Dojo),Deductions and taxes,2024-02,2024,-14844.810000000001
Actual,BRL,Dojo,Others,Data & AI (Dojo),Deductions and taxes,2024-03,2024,-5005.14
Actual,BRL,Dojo,Others,Data & AI (Dojo),Deductions and taxes,2024-04,2024,-22624.34
Actual,BRL,Dojo,Others,Data & AI (Dojo),Deductions and taxes,2024-05,2024,-8034.469999999999
Actual,BRL,Dojo,Others,Data & AI (Dojo),Deductions and taxes,2024-06,2024,-21643.85
Actual,BRL,Dojo,Others,Data & AI (Dojo),Deductions and taxes,2024-07,2024,5601.070000000002
Actual,BRL,Dojo,Others,Data & AI (Dojo),Deductions and taxes,2024-08,2024,-22816.509999999995
Actual,BRL,Dojo,Others,Data & AI (Dojo),Deductions and taxes,2024-09,2024,-20961.190000000002
Actual,BRL,Dojo,Others,Data & AI (Dojo),Deductions and taxes,2024-10,2024,-32578.34
Actual,BRL,Dojo,Others,Data & AI (Dojo),Deductions and taxes,2024-11,2024,-17147.37
Actual,BRL,Dojo,Others,Data & AI (Dojo),Deductions and taxes,2024-12,2024,-17881.689999999995
Actual,BRL,Dojo,Others,Data & AI (Dojo),Deductions and taxes,2025-01,2025,-12065.19
Actual,BRL,Dojo,Others,Data & AI (Dojo),Deductions and taxes,2025-02,2025,-8634.9
Actual,BRL,Dojo,Others,Data & AI (Dojo),Deductions and taxes,2025-03,2025,-15775.1
Actual,BRL,Dojo,Others,Data & AI (Dojo),Deductions and taxes,2025-04,2025,-9286.52
Actual,BRL,Dojo,Others,Data & AI (Dojo),Deductions and taxes,2025-05,2025,-12292.830000000002
Actual,BRL,Dojo,Others,Data & AI (Dojo),Deductions and taxes,2025-06,2025,-14558.01
Actual,BRL,Dojo,Others,Data & AI (Dojo),Deductions and taxes,2025-07,2025,-9990.220000000001
Actual,BRL,Dojo,Others,Data & AI (Dojo),Deductions and taxes,2025-08,2025,-11553.880000000001
Actual,BRL,Dojo,Others,Data & AI (Dojo),Deductions and taxes,2025-09,2025,-28780.59
Actual,BRL,Dojo,Others,Data & AI (Dojo),Deductions and taxes,2025-10,2025,-25369.77
Actual,BRL,Dojo,Others,Data & AI (Dojo),Deductions and taxes,2025-11,2025,-17287.5
Actual,BRL,Dojo,Others,Data & AI (Dojo),Deductions and taxes,2025-12,2025,-5789.22
Actual,BRL,Dojo,Others,Data & AI (Dojo),Depreciation and amortization expenses,2024-01,2024,-521.11
Actual,BRL,Dojo,Others,Data & AI (Dojo),Depreciation and amortization expenses,2024-02,2024,-12012.640000000001
Actual,BRL,Dojo,Others,Data & AI (Dojo),Depreciation and amortization expenses,2024-03,2024,-1427.0599999999997
Actual,BRL,Dojo,Others,Data & AI (Dojo),Depreciation and amortization expenses,2024-04,2024,-1427.05
Actual,BRL,Dojo,Others,Data & AI (Dojo),Depreciation and amortization expenses,2024-05,2024,106.30999999999995
Actual,BRL,Dojo,Others,Data & AI (Dojo),Depreciation and amortization expenses,2024-06,2024,-915.93
Actual,BRL,Dojo,Others,Data & AI (Dojo),Depreciation and amortization expenses,2024-07,2024,-817.0
Actual,BRL,Dojo,Others,Data & AI (Dojo),Depreciation and amortization expenses,2024-08,2024,-818.8
Actual,BRL,Dojo,Others,Data & AI (Dojo),Depreciation and amortization expenses,2024-09,2024,-818.81
Actual,BRL,Dojo,Others,Data & AI (Dojo),Depreciation and amortization expenses,2024-10,2024,-817.0
Actual,BRL,Dojo,Others,Data & AI (Dojo),Depreciation and amortization expenses,2024-11,2024,-820.6
Actual,BRL,Dojo,Others,Data & AI (Dojo),Depreciation and amortization expenses,2024-12,2024,-818.81
Actual,BRL,Dojo,Others,Data & AI (Dojo),Depreciation and amortization expenses,2025-01,2025,-818.8
Actual,BRL,Dojo,Others,Data & AI (Dojo),Depreciation and amortization expenses,2025-02,2025,-817.0
Actual,BRL,Dojo,Others,Data & AI (Dojo),Depreciation and amortization expenses,2025-03,2025,-820.61
Actual,BRL,Dojo,Others,Data & AI (Dojo),Depreciation and amortization expenses,2025-04,2025,-818.8
Actual,BRL,Dojo,Others,Data & AI (Dojo),Depreciation and amortization expenses,2025-05,2025,-818.81
Actual,BRL,Dojo,Others,Data & AI (Dojo),Financial Income,2024-01,2024,420.55
Actual,BRL,Dojo,Others,Data & AI (Dojo),Financial Income,2024-02,2024,241.69
Actual,BRL,Dojo,Others,Data & AI (Dojo),Financial Income,2024-03,2024,324.83
Actual,BRL,Dojo,Others,Data & AI (Dojo),Financial Income,2024-04,2024,913.44
Actual,BRL,Dojo,Others,Data & AI (Dojo),Financial Income,2024-05,2024,1420.61
Actual,BRL,Dojo,Others,Data & AI (Dojo),Financial Income,2024-06,2024,1276.27
Actual,BRL,Dojo,Others,Data & AI (Dojo),Financial Income,2024-07,2024,5505.64
Actual,BRL,Dojo,Others,Data & AI (Dojo),Financial Income,2024-08,2024,5681.710000000001
Actual,BRL,Dojo,Others,Data & AI (Dojo),Financial Income,2024-09,2024,11695.66
Actual,BRL,Dojo,Others,Data & AI (Dojo),Financial Income,2024-10,2024,10806.530000000002
Actual,BRL,Dojo,Others,Data & AI (Dojo),Financial Income,2024-11,2024,5060.37
Actual,BRL,Dojo,Others,Data & AI (Dojo),Financial Income,2024-12,2024,3530.05
Actual,BRL,Dojo,Others,Data & AI (Dojo),Financial Income,2025-01,2025,3236.5799999999995
Actual,BRL,Dojo,Others,Data & AI (Dojo),Financial Income,2025-02,2025,2385.5099999999998
Actual,BRL,Dojo,Others,Data & AI (Dojo),Financial Income,2025-03,2025,11554.29
Actual,BRL,Dojo,Others,Data & AI (Dojo),Financial Income,2025-04,2025,11849.86
Actual,BRL,Dojo,Others,Data & AI (Dojo),Financial Income,2025-05,2025,9196.71
Actual,BRL,Dojo,Others,Data & AI (Dojo),Financial Income,2025-06,2025,6849.95
Actual,BRL,Dojo,Others,Data & AI (Dojo),Financial expenses,2024-01,2024,-15183.57
Actual,BRL,Dojo,Others,Data & AI (Dojo),Financial expenses,2024-02,2024,-11329.99
Actual,BRL,Dojo,Others,Data & AI (Dojo),Financial expenses,2024-03,2024,-7609.05
Actual,BRL,Dojo,Others,Data & AI (Dojo),Financial expenses,2024-04,2024,-12794.27
Actual,BRL,Dojo,Others,Data & AI (Dojo),Financial expenses,2024-05,2024,-7762.85
Actual,BRL,Dojo,Others,Data & AI (Dojo),Financial expenses,2024-06,2024,-2559.41
Actual,BRL,Dojo,Others,Data & AI (Dojo),Financial expenses,2024-07,2024,-16748.940000000002
Actual,BRL,Dojo,Others,Data & AI (Dojo),Financial expenses,2024-08,2024,-12804.33
Actual,BRL,Dojo,Others,Data & AI (Dojo),Financial expenses,2024-09,2024,-1628.35
Actual,BRL,Dojo,Others,Data & AI (Dojo),Financial expenses,2024-10,2024,-5004.09
Actual,BRL,Dojo,Others,Data & AI (Dojo),Financial expenses,2024-11,2024,-9430.82
Actual,BRL,Dojo,Others,Data & AI (Dojo),Financial expenses,2024-12,2024,-8037.05
Actual,BRL,Dojo,Others,Data & AI (Dojo),Financial expenses,2025-01,2025,-8590.18
Actual,BRL,Dojo,Others,Data & AI (Dojo),Financial expenses,2025-02,2025,-11194.2
Actual,BRL,Dojo,Others,Data & AI (Dojo),Financial expenses,2025-03,2025,-7466.93
Actual,BRL,Dojo,Others,Data & AI (Dojo),Financial expenses,2025-04,2025,-10364.93
Actual,BRL,Dojo,Others,Data & AI (Dojo),Financial expenses,2025-05,2025,-20177.329999999998
Actual,BRL,Dojo,Others,Data & AI (Dojo),Financial expenses,2025-06,2025,-8097.300000000001
Actual,BRL,Dojo,Others,Data & AI (Dojo),General and administrative expenses,2024-02,2024,-528.01
Actual,BRL,Dojo,Others,Data & AI (Dojo),General and administrative expenses,2024-05,2024,-294.9
Actual,BRL,Dojo,Others,Data & AI (Dojo),General and administrative expenses,2024-06,2024,-76170.02
Actual,BRL,Dojo,Others,Data & AI (Dojo),General and administrative expenses,2024-07,2024,-16691.13
Actual,BRL,Dojo,Others,Data & AI (Dojo),General and administrative expenses,2024-08,2024,-40835.07
Actual,BRL,Dojo,Others,Data & AI (Dojo),General and administrative expenses,2024-09,2024,-40741.619999999995
Actual,BRL,Dojo,Others,Data & AI (Dojo),General and administrative expenses,2024-10,2024,-41895.28
Actual,BRL,Dojo,Others,Data & AI (Dojo),General and administrative expenses,2024-11,2024,-96741.69
Actual,BRL,Dojo,Others,Data & AI (Dojo),General and administrative expenses,2024-12,2024,-74079.38
Actual,BRL,Dojo,Others,Data & AI (Dojo),General and administrative expenses,2025-01,2025,-43635.76
Actual,BRL,Dojo,Others,Data & AI (Dojo),General and administrative expenses,2025-02,2025,-56643.53
Actual,BRL,Dojo,Others,Data & AI (Dojo),General and administrative expenses,2025-03,2025,-59968.37
Actual,BRL,Dojo,Others,Data & AI (Dojo),General and administrative expenses,2025-04,2025,-57537.67
Actual,BRL,Dojo,Others,Data & AI (Dojo),General and administrative expenses,2025-05,2025,-41809.82
Actual,BRL,Dojo,Others,Data & AI (Dojo),General and administrative expenses,2025-06,2025,-13409.84
Actual,BRL,Dojo,Others,Data & AI (Dojo),General and administrative expenses,2025-07,2025,-614.0
Actual,BRL,Dojo,Others,Data & AI (Dojo),General and administrative expenses,2025-09,2025,-240.19
Actual,BRL,Dojo,Others,Data & AI (Dojo),Gross revenue,2024-01,2024,379758.74
Actual,BRL,Dojo,Others,Data & AI (Dojo),Gross revenue,2024-02,2024,162710.41000000003
Actual,BRL,Dojo,Others,Data & AI (Dojo),Gross revenue,2024-03,2024,88586.67
Actual,BRL,Dojo,Others,Data & AI (Dojo),Gross revenue,2024-04,2024,251091.75
Actual,BRL,Dojo,Others,Data & AI (Dojo),Gross revenue,2024-05,2024,142203.26
Actual,BRL,Dojo,Others,Data & AI (Dojo),Gross revenue,2024-06,2024,516727.43999999994
Actual,BRL,Dojo,Others,Data & AI (Dojo),Gross revenue,2024-07,2024,182110.36
Actual,BRL,Dojo,Others,Data & AI (Dojo),Gross revenue,2024-08,2024,1091279.44
