periodo,fonte,empresa,vertical,agrupador,valor,profit_center,tipo_financeiro,moeda,stream,ano
2024-01,Nexus,Dojo,Others,Consulting expenses,0.0,,Actual,BRL,Data & AI (Dojo),2024
2024-01,Nexus,Dojo,Others,Deductions and taxes,0.0,,Actual,BRL,Data & AI (Dojo),2024
2024-01,Nexus,Dojo,Others,Depreciation and amortization expenses,0.0,,Actual,BRL,Data & AI (Dojo),2024
2024-01,Nexus,Dojo,Others,Financial Income,0.0,,Actual,BRL,Data & AI (Dojo),2024
2024-01,Nexus,Dojo,Others,Financial expenses,0.0,,Actual,BRL,Data & AI (Dojo),2024
2024-01,Nexus,Dojo,Others,Gross revenue,0.0,,Actual,BRL,Data & AI (Dojo),2024
2024-01,Nexus,Dojo,Others,Travel expenses,0.0,,Actual,BRL,Data & AI (Dojo),2024
2024-01,Nexus,FC Europe,Others,Consulting expenses,0.0,,Actual,BRL,FC Europe,2024
2024-01,Nexus,FC Europe,Others,General and administrative expenses,0.0,,Actual,BRL,FC Europe,2024
2024-01,Nexus,FC Europe,Others,Gross revenue,0.0,,Actual,BRL,FC Europe,2024
2024-01,Nexus,FC Europe,Others,Marketing and selling expenses,0.0,,Actual,BRL,FC Europe,2024
2024-01,Nexus,FC Europe,Others,Occupancy expenses,0.0,,Actual,BRL,FC Europe,2024
2024-01,Nexus,FC Europe,Others,Other operating income (expenses) net,0.0,,Actual,BRL,FC Europe,2024
2024-01,Nexus,FC Europe,Others,Payroll expenses,0.0,,Actual,BRL,FC Europe,2024
2024-01,Nexus,FC Europe,Others,Third-party costs,0.0,,Actual,BRL,FC Europe,2024
2024-01,Nexus,FC Europe,Others,Third-party expenses,0.0,,Actual,BRL,FC Europe,2024
2024-01,Nexus,FC Europe,Others,Travel expenses,0.0,,Actual,BRL,FC Europe,2024
2024-01,Nexus,FC Europe,Others,,0.0,,Actual,BRL,FC Europe,2024
2024-01,Nexus,FC Europe,Others,Consulting expenses,0.0,,Actual,EUR,FC Europe,2024
2024-01,Nexus,FC Europe,Others,General and administrative expenses,0.0,,Actual,EUR,FC Europe,2024
2024-01,Nexus,FC Europe,Others,Gross revenue,0.0,,Actual,EUR,FC Europe,2024
2024-01,Nexus,FC Europe,Others,Marketing and selling expenses,0.0,,Actual,EUR,FC Europe,2024
2024-01,Nexus,FC Europe,Others,Occupancy expenses,0.0,,Actual,EUR,FC Europe,2024
2024-01,Nexus,FC Europe,Others,Other operating income (expenses) net,0.0,,Actual,EUR,FC Europe,2024
2024-01,Nexus,FC Europe,Others,Payroll expenses,0.0,,Actual,EUR,FC Europe,2024
2024-01,Nexus,FC Europe,Others,Third-party costs,0.0,,Actual,EUR,FC Europe,2024
2024-01,Nexus,FC Europe,Others,Third-party expenses,0.0,,Actual,EUR,FC Europe,2024
2024-01,Nexus,FC Europe,Others,Travel expenses,0.0,,Actual,EUR,FC Europe,2024
2024-01,Nexus,FC Europe,Others,,0.0,,Actual,EUR,FC Europe,2024
2024-01,Nexus,FC Holding,Others,Depreciation and amortization expenses,0.0,,Actual,BRL,Others,2024
2024-01,Nexus,FC Holding,Others,Equity equivalence,0.0,,Actual,BRL,Others,2024
2024-01,Nexus,FC Holding,Others,Financial Income,0.0,,Actual,BRL,Others,2024
2024-01,Nexus,FC Holding,Others,Financial expenses,0.0,,Actual,BRL,Others,2024
2024-01,Nexus,FC Holding,Others,General and administrative expenses,0.0,,Actual,BRL,Others,2024
2024-01,Nexus,FC Hyper,Others,Deductions and taxes,0.0,,Actual,BRL,Operational Efficiency,2024
2024-01,Nexus,FC Hyper,Others,Gross revenue,0.0,,Actual,BRL,Operational Efficiency,2024
2024-01,Nexus,FC Hyper,Others,Other costs,0.0,,Actual,BRL,Operational Efficiency,2024
2024-01,Nexus,FC Hyper,Others,Other operating income (expenses) net,0.0,,Actual,BRL,Operational Efficiency,2024
2024-01,Nexus,FC Hyper,Others,Payroll costs,0.0,,Actual,BRL,Operational Efficiency,2024
2024-01,Nexus,FC Hyper,Others,Third-party costs,0.0,,Actual,BRL,Operational Efficiency,2024
2024-01,Nexus,FC UK,Others,Consulting expenses,0.0,,Actual,BRL,FC UK,2024
2024-01,Nexus,FC UK,Others,General and administrative expenses,0.0,,Actual,BRL,FC UK,2024
2024-01,Nexus,FC UK,Others,Gross revenue,0.0,,Actual,BRL,FC UK,2024
2024-01,Nexus,FC UK,Others,Marketing and selling expenses,0.0,,Actual,BRL,FC UK,2024
2024-01,Nexus,FC UK,Others,Occupancy expenses,0.0,,Actual,BRL,FC UK,2024
2024-01,Nexus,FC UK,Others,Other operating income (expenses) net,0.0,,Actual,BRL,FC UK,2024
2024-01,Nexus,FC UK,Others,Payroll costs,0.0,,Actual,BRL,FC UK,2024
2024-01,Nexus,FC UK,Others,Payroll expenses,0.0,,Actual,BRL,FC UK,2024
2024-01,Nexus,FC UK,Others,Third-party costs,0.0,,Actual,BRL,FC UK,2024
2024-01,Nexus,FC UK,Others,Third-party expenses,0.0,,Actual,BRL,FC UK,2024
2024-01,Nexus,FC UK,Others,Travel expenses,0.0,,Actual,BRL,FC UK,2024
2024-01,Nexus,FC UK,Others,,0.0,,Actual,BRL,FC UK,2024
2024-01,Nexus,FC UK,Others,Consulting expenses,0.0,,Actual,GBP,FC UK,2024
2024-01,Nexus,FC UK,Others,General and administrative expenses,0.0,,Actual,GBP,FC UK,2024
2024-01,Nexus,FC UK,Others,Gross revenue,0.0,,Actual,GBP,FC UK,2024
2024-01,Nexus,FC UK,Others,Marketing and selling expenses,0.0,,Actual,GBP,FC UK,2024
2024-01,Nexus,FC UK,Others,Occupancy expenses,0.0,,Actual,GBP,FC UK,2024
2024-01,Nexus,FC UK,Others,Other operating income (expenses) net,0.0,,Actual,GBP,FC UK,2024
2024-01,Nexus,FC UK,Others,Payroll costs,0.0,,Actual,GBP,FC UK,2024
2024-01,Nexus,FC UK,Others,Payroll expenses,0.0,,Actual,GBP,FC UK,2024
2024-01,Nexus,FC UK,Others,Third-party costs,0.0,,Actual,GBP,FC UK,2024
2024-01,Nexus,FC UK,Others,Third-party expenses,0.0,,Actual,GBP,FC UK,2024
2024-01,Nexus,FC UK,Others,Travel expenses,0.0,,Actual,GBP,FC UK,2024
2024-01,Nexus,FC UK,Others,,0.0,,Actual,GBP,FC UK,2024
2024-01,Nexus,FCamara,Construction,General and administrative expenses,0.0,,Actual,BRL,E-commerce,2024
2024-01,Nexus,FCamara,Construction,Deductions and taxes,0.0,,Actual,BRL,NextGen Services,2024
2024-01,Nexus,FCamara,Construction,General and administrative expenses,0.0,,Actual,BRL,NextGen Services,2024
2024-01,Nexus,FCamara,Construction,Gross revenue,0.0,,Actual,BRL,NextGen Services,2024
2024-01,Nexus,FCamara,Construction,Payroll costs,0.0,,Actual,BRL,NextGen Services,2024
2024-01,Nexus,FCamara,Construction,Third-party costs,0.0,,Actual,BRL,NextGen Services,2024
2024-01,Nexus,FCamara,Construction,General and administrative expenses,0.0,,Actual,BRL,Others,2024
2024-01,Nexus,FCamara,Finance & Insurance,Deductions and taxes,0.0,,Actual,BRL,Cloud & Cyber Security (SGA),2024
2024-01,Nexus,FCamara,Finance & Insurance,Gross revenue,0.0,,Actual,BRL,Cloud & Cyber Security (SGA),2024
2024-01,Nexus,FCamara,Finance & Insurance,Payroll costs,0.0,,Actual,BRL,Cloud & Cyber Security (SGA),2024
2024-01,Nexus,FCamara,Finance & Insurance,Third-party costs,0.0,,Actual,BRL,Cloud & Cyber Security (SGA),2024
2024-01,Nexus,FCamara,Finance & Insurance,General and administrative expenses,0.0,,Actual,BRL,E-commerce,2024
2024-01,Nexus,FCamara,Finance & Insurance,Deductions and taxes,0.0,,Actual,BRL,Licensing Microsoft,2024
2024-01,Nexus,FCamara,Finance & Insurance,Gross revenue,0.0,,Actual,BRL,Licensing Microsoft,2024
2024-01,Nexus,FCamara,Finance & Insurance,Licenses and infrastructure costs,0.0,,Actual,BRL,Licensing Microsoft,2024
2024-01,Nexus,FCamara,Finance & Insurance,Deductions and taxes,0.0,,Actual,BRL,NextGen Services,2024
2024-01,Nexus,FCamara,Finance & Insurance,General and administrative expenses,0.0,,Actual,BRL,NextGen Services,2024
2024-01,Nexus,FCamara,Finance & Insurance,Gross revenue,0.0,,Actual,BRL,NextGen Services,2024
2024-01,Nexus,FCamara,Finance & Insurance,Payroll costs,0.0,,Actual,BRL,NextGen Services,2024
2024-01,Nexus,FCamara,Finance & Insurance,Third-party costs,0.0,,Actual,BRL,NextGen Services,2024
2024-01,Nexus,FCamara,Finance & Insurance,General and administrative expenses,0.0,,Actual,BRL,Others,2024
2024-01,Nexus,FCamara,Finance & Insurance,Third-party expenses,0.0,,Actual,BRL,Others,2024
2024-01,Nexus,FCamara,Health,Deductions and taxes,0.0,,Actual,BRL,Cloud & Cyber Security (SGA),2024
2024-01,Nexus,FCamara,Health,Gross revenue,0.0,,Actual,BRL,Cloud & Cyber Security (SGA),2024
2024-01,Nexus,FCamara,Health,Payroll costs,0.0,,Actual,BRL,Cloud & Cyber Security (SGA),2024
2024-01,Nexus,FCamara,Health,Third-party costs,0.0,,Actual,BRL,Cloud & Cyber Security (SGA),2024
2024-01,Nexus,FCamara,Health,Deductions and taxes,0.0,,Actual,BRL,E-commerce,2024
2024-01,Nexus,FCamara,Health,General and administrative expenses,0.0,,Actual,BRL,E-commerce,2024
2024-01,Nexus,FCamara,Health,Gross revenue,0.0,,Actual,BRL,E-commerce,2024
2024-01,Nexus,FCamara,Health,Third-party costs,0.0,,Actual,BRL,E-commerce,2024
2024-01,Nexus,FCamara,Health,Deductions and taxes,0.0,,Actual,BRL,Innovation (Imagine),2024
2024-01,Nexus,FCamara,Health,Gross revenue,0.0,,Actual,BRL,Innovation (Imagine),2024
2024-01,Nexus,FCamara,Health,Deductions and taxes,0.0,,Actual,BRL,Licensing Microsoft,2024
2024-01,Nexus,FCamara,Health,Gross revenue,0.0,,Actual,BRL,Licensing Microsoft,2024
2024-01,Nexus,FCamara,Health,Licenses and infrastructure costs,0.0,,Actual,BRL,Licensing Microsoft,2024
2024-01,Nexus,FCamara,Health,Consulting expenses,0.0,,Actual,BRL,NextGen Services,2024
2024-01,Nexus,FCamara,Health,Deductions and taxes,0.0,,Actual,BRL,NextGen Services,2024
2024-01,Nexus,FCamara,Health,General and administrative expenses,0.0,,Actual,BRL,NextGen Services,2024
2024-01,Nexus,FCamara,Health,Gross revenue,0.0,,Actual,BRL,NextGen Services,2024
2024-01,Nexus,FCamara,Health,Payroll costs,0.0,,Actual,BRL,NextGen Services,2024
2024-01,Nexus,FCamara,Health,Third-party costs,0.0,,Actual,BRL,NextGen Services,2024
2024-01,Nexus,FCamara,Health,Travel expenses,0.0,,Actual,BRL,NextGen Services,2024
2024-01,Nexus,FCamara,Health,Deductions and taxes,0.0,,Actual,BRL,Others,2024
2024-01,Nexus,FCamara,Health,General and administrative expenses,0.0,,Actual,BRL,Others,2024
2024-01,Nexus,FCamara,Health,Gross revenue,0.0,,Actual,BRL,Others,2024
2024-01,Nexus,FCamara,Logistics,General and administrative expenses,0.0,,Actual,BRL,E-commerce,2024
2024-01,Nexus,FCamara,Logistics,Deductions and taxes,0.0,,Actual,BRL,NextGen Services,2024
2024-01,Nexus,FCamara,Logistics,General and administrative expenses,0.0,,Actual,BRL,NextGen Services,2024
2024-01,Nexus,FCamara,Logistics,Gross revenue,0.0,,Actual,BRL,NextGen Services,2024
2024-01,Nexus,FCamara,Logistics,Payroll costs,0.0,,Actual,BRL,NextGen Services,2024
2024-01,Nexus,FCamara,Logistics,Third-party costs,0.0,,Actual,BRL,NextGen Services,2024
2024-01,Nexus,FCamara,Logistics,Deductions and taxes,0.0,,Actual,BRL,Others,2024
2024-01,Nexus,FCamara,Logistics,General and administrative expenses,0.0,,Actual,BRL,Others,2024
2024-01,Nexus,FCamara,Logistics,Gross revenue,0.0,,Actual,BRL,Others,2024
2024-01,Nexus,FCamara,Multisector,Deductions and taxes,0.0,,Actual,BRL,Cloud & Cyber Security (SGA),2024
2024-01,Nexus,FCamara,Multisector,Gross revenue,0.0,,Actual,BRL,Cloud & Cyber Security (SGA),2024
2024-01,Nexus,FCamara,Multisector,Payroll costs,0.0,,Actual,BRL,Cloud & Cyber Security (SGA),2024
2024-01,Nexus,FCamara,Multisector,Third-party costs,0.0,,Actual,BRL,Cloud & Cyber Security (SGA),2024
2024-01,Nexus,FCamara,Multisector,Deductions and taxes,0.0,,Actual,BRL,E-commerce,2024
2024-01,Nexus,FCamara,Multisector,General and administrative expenses,0.0,,Actual,BRL,E-commerce,2024
2024-01,Nexus,FCamara,Multisector,Gross revenue,0.0,,Actual,BRL,E-commerce,2024
2024-01,Nexus,FCamara,Multisector,Third-party costs,0.0,,Actual,BRL,E-commerce,2024
2024-01,Nexus,FCamara,Multisector,Deductions and taxes,0.0,,Actual,BRL,Innovation (Imagine),2024
2024-01,Nexus,FCamara,Multisector,Gross revenue,0.0,,Actual,BRL,Innovation (Imagine),2024
2024-01,Nexus,FCamara,Multisector,Deductions and taxes,0.0,,Actual,BRL,Licensing Microsoft,2024
2024-01,Nexus,FCamara,Multisector,Gross revenue,0.0,,Actual,BRL,Licensing Microsoft,2024
2024-01,Nexus,FCamara,Multisector,Licenses and infrastructure costs,0.0,,Actual,BRL,Licensing Microsoft,2024
2024-01,Nexus,FCamara,Multisector,Deductions and taxes,0.0,,Actual,BRL,NextGen Services,2024
2024-01,Nexus,FCamara,Multisector,General and administrative expenses,0.0,,Actual,BRL,NextGen Services,2024
2024-01,Nexus,FCamara,Multisector,Gross revenue,0.0,,Actual,BRL,NextGen Services,2024
2024-01,Nexus,FCamara,Multisector,Marketing and selling expenses,0.0,,Actual,BRL,NextGen Services,2024
2024-01,Nexus,FCamara,Multisector,Payroll costs,0.0,,Actual,BRL,NextGen Services,2024
2024-01,Nexus,FCamara,Multisector,Third-party costs,0.0,,Actual,BRL,NextGen Services,2024
2024-01,Nexus,FCamara,Multisector,Travel expenses,0.0,,Actual,BRL,NextGen Services,2024
2024-01,Nexus,FCamara,Multisector,General and administrative expenses,0.0,,Actual,BRL,Others,2024
2024-01,Nexus,FCamara,Others,Commission expenses,0.0,,Actual,BRL,Cloud & Cyber Security (SGA),2024
2024-01,Nexus,FCamara,Others,Deductions and taxes,0.0,,Actual,BRL,Cloud & Cyber Security (SGA),2024
2024-01,Nexus,FCamara,Others,Depreciation and amortization expenses,0.0,,Actual,BRL,Cloud & Cyber Security (SGA),2024
2024-01,Nexus,FCamara,Others,Financial Income,0.0,,Actual,BRL,Cloud & Cyber Security (SGA),2024
2024-01,Nexus,FCamara,Others,Financial expenses,0.0,,Actual,BRL,Cloud & Cyber Security (SGA),2024
2024-01,Nexus,FCamara,Others,General and administrative expenses,0.0,,Actual,BRL,Cloud & Cyber Security (SGA),2024
2024-01,Nexus,FCamara,Others,Gross revenue,0.0,,Actual,BRL,Cloud & Cyber Security (SGA),2024
2024-01,Nexus,FCamara,Others,Licenses and infrastructure costs,0.0,,Actual,BRL,Cloud & Cyber Security (SGA),2024
2024-01,Nexus,FCamara,Others,Other operating income (expenses) net,0.0,,Actual,BRL,Cloud & Cyber Security (SGA),2024
2024-01,Nexus,FCamara,Others,Payroll costs,0.0,,Actual,BRL,Cloud & Cyber Security (SGA),2024
2024-01,Nexus,FCamara,Others,Payroll expenses,0.0,,Actual,BRL,Cloud & Cyber Security (SGA),2024
2024-01,Nexus,FCamara,Others,Third-party costs,0.0,,Actual,BRL,Cloud & Cyber Security (SGA),2024
2024-01,Nexus,FCamara,Others,Deductions and taxes,0.0,,Actual,BRL,E-commerce,2024
2024-01,Nexus,FCamara,Others,Financial expenses,0.0,,Actual,BRL,E-commerce,2024
2024-01,Nexus,FCamara,Others,General and administrative expenses,0.0,,Actual,BRL,E-commerce,2024
2024-01,Nexus,FCamara,Others,Gross revenue,0.0,,Actual,BRL,E-commerce,2024
2024-01,Nexus,FCamara,Others,Other operating income (expenses) net,0.0,,Actual,BRL,E-commerce,2024
2024-01,Nexus,FCamara,Others,Payroll expenses,0.0,,Actual,BRL,E-commerce,2024
2024-01,Nexus,FCamara,Others,Third-party costs,0.0,,Actual,BRL,E-commerce,2024
2024-01,Nexus,FCamara,Others,Third-party expenses,0.0,,Actual,BRL,E-commerce,2024
2024-01,Nexus,FCamara,Others,Travel expenses,0.0,,Actual,BRL,E-commerce,2024
2024-01,Nexus,FCamara,Others,Consulting expenses,0.0,,Actual,BRL,Innovation (Imagine),2024
2024-01,Nexus,FCamara,Others,Deductions and taxes,0.0,,Actual,BRL,Innovation (Imagine),2024
2024-01,Nexus,FCamara,Others,Depreciation and amortization costs,0.0,,Actual,BRL,Innovation (Imagine),2024
2024-01,Nexus,FCamara,Others,Financial expenses,0.0,,Actual,BRL,Innovation (Imagine),2024
2024-01,Nexus,FCamara,Others,General and administrative expenses,0.0,,Actual,BRL,Innovation (Imagine),2024
2024-01,Nexus,FCamara,Others,Gross revenue,0.0,,Actual,BRL,Innovation (Imagine),2024
2024-01,Nexus,FCamara,Others,Payroll costs,0.0,,Actual,BRL,Innovation (Imagine),2024
2024-01,Nexus,FCamara,Others,Payroll expenses,0.0,,Actual,BRL,Innovation (Imagine),2024
2024-01,Nexus,FCamara,Others,Third-party costs,0.0,,Actual,BRL,Innovation (Imagine),2024
2024-01,Nexus,FCamara,Others,Deductions and taxes,0.0,,Actual,BRL,Licensing Microsoft,2024
2024-01,Nexus,FCamara,Others,General and administrative expenses,0.0,,Actual,BRL,Licensing Microsoft,2024
2024-01,Nexus,FCamara,Others,Gross revenue,0.0,,Actual,BRL,Licensing Microsoft,2024
2024-01,Nexus,FCamara,Others,Licenses and infrastructure costs,0.0,,Actual,BRL,Licensing Microsoft,2024
2024-01,Nexus,FCamara,Others,Other operating income (expenses) net,0.0,,Actual,BRL,Licensing Microsoft,2024
2024-01,Nexus,FCamara,Others,Payroll expenses,0.0,,Actual,BRL,Licensing Microsoft,2024
2024-01,Nexus,FCamara,Others,General and administrative expenses,0.0,,Actual,BRL,Market Place (Omnik),2024
2024-01,Nexus,FCamara,Others,Other operating income (expenses) net,0.0,,Actual,BRL,Market Place (Omnik),2024
2024-01,Nexus,FCamara,Others,Payroll expenses,0.0,,Actual,BRL,Market Place (Omnik),2024
2024-01,Nexus,FCamara,Others,Commission expenses,0.0,,Actual,BRL,Operational Efficiency,2024
2024-01,Nexus,FCamara,Others,Deductions and taxes,0.0,,Actual,BRL,Operational Efficiency,2024
2024-01,Nexus,FCamara,Others,Gross revenue,0.0,,Actual,BRL,Operational Efficiency,2024
2024-01,Nexus,FCamara,Others,Other operating income (expenses) net,0.0,,Actual,BRL,Operational Efficiency,2024
2024-01,Nexus,FCamara,Others,Commission expenses,0.0,,Actual,BRL,Others,2024
2024-01,Nexus,FCamara,Others,Consulting expenses,0.0,,Actual,BRL,Others,2024
2024-01,Nexus,FCamara,Others,Deductions and taxes,0.0,,Actual,BRL,Others,2024
2024-01,Nexus,FCamara,Others,Depreciation and amortization costs,0.0,,Actual,BRL,Others,2024
2024-01,Nexus,FCamara,Others,Depreciation and amortization expenses,0.0,,Actual,BRL,Others,2024
2024-01,Nexus,FCamara,Others,Equity equivalence,0.0,,Actual,BRL,Others,2024
2024-01,Nexus,FCamara,Others,Financial Income,0.0,,Actual,BRL,Others,2024
2024-01,Nexus,FCamara,Others,Financial expenses,0.0,,Actual,BRL,Others,2024
2024-01,Nexus,FCamara,Others,General and administrative expenses,0.0,,Actual,BRL,Others,2024
2024-01,Nexus,FCamara,Others,Gross revenue,0.0,,Actual,BRL,Others,2024
2024-01,Nexus,FCamara,Others,Licenses and infrastructure costs,0.0,,Actual,BRL,Others,2024
2024-01,Nexus,FCamara,Others,Marketing and selling expenses,0.0,,Actual,BRL,Others,2024
2024-01,Nexus,FCamara,Others,Non-operating income (expenses) net,0.0,,Actual,BRL,Others,2024
2024-01,Nexus,FCamara,Others,Occupancy expenses,0.0,,Actual,BRL,Others,2024
2024-01,Nexus,FCamara,Others,Other operating income (expenses) net,0.0,,Actual,BRL,Others,2024
2024-01,Nexus,FCamara,Others,Payroll costs,0.0,,Actual,BRL,Others,2024
2024-01,Nexus,FCamara,Others,Payroll expenses,0.0,,Actual,BRL,Others,2024
2024-01,Nexus,FCamara,Others,Tax expenses,0.0,,Actual,BRL,Others,2024
2024-01,Nexus,FCamara,Others,Third-party costs,0.0,,Actual,BRL,Others,2024
2024-01,Nexus,FCamara,Others,Third-party expenses,0.0,,Actual,BRL,Others,2024
2024-01,Nexus,FCamara,Others,Travel expenses,0.0,,Actual,BRL,Others,2024
2024-01,Nexus,FCamara,Retail,Deductions and taxes,0.0,,Actual,BRL,Cloud & Cyber Security (SGA),2024
2024-01,Nexus,FCamara,Retail,Gross revenue,0.0,,Actual,BRL,Cloud & Cyber Security (SGA),2024
2024-01,Nexus,FCamara,Retail,Deductions and taxes,0.0,,Actual,BRL,E-commerce,2024
2024-01,Nexus,FCamara,Retail,General and administrative expenses,0.0,,Actual,BRL,E-commerce,2024
2024-01,Nexus,FCamara,Retail,Gross revenue,0.0,,Actual,BRL,E-commerce,2024
2024-01,Nexus,FCamara,Retail,Payroll costs,0.0,,Actual,BRL,E-commerce,2024
2024-01,Nexus,FCamara,Retail,Third-party costs,0.0,,Actual,BRL,E-commerce,2024
2024-01,Nexus,FCamara,Retail,Deductions and taxes,0.0,,Actual,BRL,NextGen Services,2024
2024-01,Nexus,FCamara,Retail,Depreciation and amortization expenses,0.0,,Actual,BRL,NextGen Services,2024
2024-01,Nexus,FCamara,Retail,General and administrative expenses,0.0,,Actual,BRL,NextGen Services,2024
2024-01,Nexus,FCamara,Retail,Gross revenue,0.0,,Actual,BRL,NextGen Services,2024
2024-01,Nexus,FCamara,Retail,Payroll costs,0.0,,Actual,BRL,NextGen Services,2024
2024-01,Nexus,FCamara,Retail,Third-party costs,0.0,,Actual,BRL,NextGen Services,2024
2024-01,Nexus,FCamara,Retail,General and administrative expenses,0.0,,Actual,BRL,Others,2024
2024-01,Nexus,Nação Digital,Health,Deductions and taxes,0.0,,Actual,BRL,Digital Marketing (Nação Digital),2024
2024-01,Nexus,Nação Digital,Health,Gross revenue,0.0,,Actual,BRL,Digital Marketing (Nação Digital),2024
2024-01,Nexus,Nação Digital,Health,Payroll costs,0.0,,Actual,BRL,Digital Marketing (Nação Digital),2024
2024-01,Nexus,Nação Digital,Health,Third-party costs,0.0,,Actual,BRL,Digital Marketing (Nação Digital),2024
2024-01,Nexus,Nação Digital,Multisector,Deductions and taxes,0.0,,Actual,BRL,Digital Marketing (Nação Digital),2024
2024-01,Nexus,Nação Digital,Multisector,Gross revenue,0.0,,Actual,BRL,Digital Marketing (Nação Digital),2024
2024-01,Nexus,Nação Digital,Multisector,Third-party costs,0.0,,Actual,BRL,Digital Marketing (Nação Digital),2024
2024-01,Nexus,Nação Digital,Others,Commission expenses,0.0,,Actual,BRL,Digital Marketing (Nação Digital),2024
2024-01,Nexus,Nação Digital,Others,Consulting expenses,0.0,,Actual,BRL,Digital Marketing (Nação Digital),2024
2024-01,Nexus,Nação Digital,Others,Deductions and taxes,0.0,,Actual,BRL,Digital Marketing (Nação Digital),2024
2024-01,Nexus,Nação Digital,Others,Depreciation and amortization expenses,0.0,,Actual,BRL,Digital Marketing (Nação Digital),2024
2024-01,Nexus,Nação Digital,Others,Financial Income,0.0,,Actual,BRL,Digital Marketing (Nação Digital),2024
2024-01,Nexus,Nação Digital,Others,Financial expenses,0.0,,Actual,BRL,Digital Marketing (Nação Digital),2024
2024-01,Nexus,Nação Digital,Others,General and administrative expenses,0.0,,Actual,BRL,Digital Marketing (Nação Digital),2024
2024-01,Nexus,Nação Digital,Others,Gross revenue,0.0,,Actual,BRL,Digital Marketing (Nação Digital),2024
2024-01,Nexus,Nação Digital,Others,Income tax expenses,0.0,,Actual,BRL,Digital Marketing (Nação Digital),2024
2024-01,Nexus,Nação Digital,Others,Licenses and infrastructure costs,0.0,,Actual,BRL,Digital Marketing (Nação Digital),2024
2024-01,Nexus,Nação Digital,Others,Marketing and selling expenses,0.0,,Actual,BRL,Digital Marketing (Nação Digital),2024
2024-01,Nexus,Nação Digital,Others,Occupancy expenses,0.0,,Actual,BRL,Digital Marketing (Nação Digital),2024
2024-01,Nexus,Nação Digital,Others,Other operating income (expenses) net,0.0,,Actual,BRL,Digital Marketing (Nação Digital),2024
2024-01,Nexus,Nação Digital,Others,Payroll costs,0.0,,Actual,BRL,Digital Marketing (Nação Digital),2024
2024-01,Nexus,Nação Digital,Others,Payroll expenses,0.0,,Actual,BRL,Digital Marketing (Nação Digital),2024
2024-01,Nexus,Nação Digital,Others,Tax expenses,0.0,,Actual,BRL,Digital Marketing (Nação Digital),2024
2024-01,Nexus,Nação Digital,Others,Third-party costs,0.0,,Actual,BRL,Digital Marketing (Nação Digital),2024
2024-01,Nexus,Nação Digital,Others,Third-party expenses,0.0,,Actual,BRL,Digital Marketing (Nação Digital),2024
2024-01,Nexus,Nação Digital,Others,Travel expenses,0.0,,Actual,BRL,Digital Marketing (Nação Digital),2024
2024-01,Nexus,Nação Digital,Retail,Deductions and taxes,0.0,,Actual,BRL,Digital Marketing (Nação Digital),2024
2024-01,Nexus,Nação Digital,Retail,Gross revenue,0.0,,Actual,BRL,Digital Marketing (Nação Digital),2024
2024-01,Nexus,Nação Digital,Retail,Licenses and infrastructure costs,0.0,,Actual,BRL,Digital Marketing (Nação Digital),2024
2024-01,Nexus,Nação Digital,Retail,Payroll costs,0.0,,Actual,BRL,Digital Marketing (Nação Digital),2024
2024-01,Nexus,Nação Digital,Retail,Third-party costs,0.0,,Actual,BRL,Digital Marketing (Nação Digital),2024
2024-01,Nexus,Omnik,Others,Commission expenses,0.0,,Actual,BRL,Market Place (Omnik),2024
2024-01,Nexus,Omnik,Others,Deductions and taxes,0.0,,Actual,BRL,Market Place (Omnik),2024
2024-01,Nexus,Omnik,Others,Financial expenses,0.0,,Actual,BRL,Market Place (Omnik),2024
2024-01,Nexus,Omnik,Others,General and administrative expenses,0.0,,Actual,BRL,Market Place (Omnik),2024
2024-01,Nexus,Omnik,Others,Gross revenue,0.0,,Actual,BRL,Market Place (Omnik),2024
2024-01,Nexus,Omnik,Others,Licenses and infrastructure costs,0.0,,Actual,BRL,Market Place (Omnik),2024
2024-01,Nexus,Omnik,Others,Payroll costs,0.0,,Actual,BRL,Market Place (Omnik),2024
2024-01,Nexus,Omnik,Others,Payroll expenses,0.0,,Actual,BRL,Market Place (Omnik),2024
2024-01,Nexus,Omnik,Others,Third-party costs,0.0,,Actual,BRL,Market Place (Omnik),2024
2024-01,Nexus,Omnik,Others,Third-party expenses,0.0,,Actual,BRL,Market Place (Omnik),2024
2024-01,Nexus,Omnik,Others,Travel expenses,0.0,,Actual,BRL,Market Place (Omnik),2024
2024-01,Nexus,Omnik,Others,Deductions and taxes,0.0,,Actual,BRL,Others,2024
2024-01,Nexus,Omnik,Others,Depreciation and amortization costs,0.0,,Actual,BRL,Others,2024
2024-01,Nexus,Omnik,Others,Depreciation and amortization expenses,0.0,,Actual,BRL,Others,2024
2024-01,Nexus,Omnik,Others,Financial Income,0.0,,Actual,BRL,Others,2024
2024-01,Nexus,Omnik,Others,Financial expenses,0.0,,Actual,BRL,Others,2024
2024-01,Nexus,Omnik,Others,Gross revenue,0.0,,Actual,BRL,Others,2024
2024-01,Nexus,Omnik,Others,Other operating income (expenses) net,0.0,,Actual,BRL,Others,2024
2024-01,Nexus,Omnik,Retail,Deductions and taxes,0.0,,Actual,BRL,Market Place (Omnik),2024
2024-01,Nexus,Omnik,Retail,Gross revenue,0.0,,Actual,BRL,Market Place (Omnik),2024
2024-01,Nexus,Omnik,Retail,Payroll costs,0.0,,Actual,BRL,Market Place (Omnik),2024
